instance_id,repo,prior_instance_id,target_instance_id,base_commit,condition_set_complete,resolved_no_memory,resolved_raw,resolved_adp,resolved_memory,eval_status_no_memory,eval_status_raw,eval_status_adp,eval_status_memory,eval_error_no_memory,eval_error_raw,eval_error_adp,eval_error_memory,empty_patch_no_memory,empty_patch_raw,empty_patch_adp,empty_patch_memory,non_empty_patch_no_memory,non_empty_patch_raw,non_empty_patch_adp,non_empty_patch_memory,patch_failed_no_memory,patch_failed_raw,patch_failed_adp,patch_failed_memory,no_patch_eval_no_memory,no_patch_eval_raw,no_patch_eval_adp,no_patch_eval_memory,patch_bytes_no_memory,patch_bytes_raw,patch_bytes_adp,patch_bytes_memory,patch_lines_added_no_memory,patch_lines_added_raw,patch_lines_added_adp,patch_lines_added_memory,patch_lines_deleted_no_memory,patch_lines_deleted_raw,patch_lines_deleted_adp,patch_lines_deleted_memory,patch_files_changed_no_memory,patch_files_changed_raw,patch_files_changed_adp,patch_files_changed_memory,run_exit_code_no_memory,run_exit_code_raw,run_exit_code_adp,run_exit_code_memory,run_status_no_memory,run_status_raw,run_status_adp,run_status_memory,openhands_iterations_no_memory,openhands_iterations_raw,openhands_iterations_adp,openhands_iterations_memory,llm_calls_no_memory,llm_calls_raw,llm_calls_adp,llm_calls_memory,input_tokens_no_memory,input_tokens_raw,input_tokens_adp,input_tokens_memory,output_tokens_no_memory,output_tokens_raw,output_tokens_adp,output_tokens_memory,total_tokens_no_memory,total_tokens_raw,total_tokens_adp,total_tokens_memory,max_turn_tokens_no_memory,max_turn_tokens_raw,max_turn_tokens_adp,max_turn_tokens_memory,wall_seconds_no_memory,wall_seconds_raw,wall_seconds_adp,wall_seconds_memory,prompt_chars_no_memory,prompt_chars_raw,prompt_chars_adp,prompt_chars_memory,prior_context_chars_no_memory,prior_context_chars_raw,prior_context_chars_adp,prior_context_chars_memory,empty_patch_cause_no_memory,empty_patch_cause_raw,empty_patch_cause_adp,empty_patch_cause_memory,notes
sympy__sympy-16953,sympy/sympy,sympy__sympy-16988,sympy__sympy-16953,215b9ee31f3aa5eb31826c904674cb2ff37617ff,True,0,0,0,0,unresolved,no_patch,no_patch,no_patch,,No patch,No patch,No patch,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,984,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,success,success_empty_patch,success_empty_patch,success_empty_patch,78,13,52,25,82,14,59,29,2352644,623919,2215355,861024,281447,2981,336565,124274,2634091,626900,2551920,985298,98304,48276,98304,98304,7186.99,356.309,8655.514,3118.808,1685,100878,123552,27051,0,99157,121822,25321,,normal_no_edit,normal_no_edit,normal_no_edit,
sympy__sympy-17377,sympy/sympy,sympy__sympy-18199,sympy__sympy-17377,ba80d1e493f21431b4bf729b3e0452cd47eb9566,True,0,0,0,0,no_patch,no_patch,patch_failed,no_patch,No patch,No patch,Patch failed,No patch,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,11122,0,0,0,246,0,0,0,33,0,0,0,2,0,0,0,0,0,success_empty_patch,success_empty_patch,success,success_empty_patch,18,18,45,0,20,19,47,38,641554,545889,2204671,915881,135661,6089,40364,259397,777215,551978,2245035,1175278,98304,33736,63808,65538,3599.47,383.661,1388.732,6586.384,3163,38748,46340,21543,0,35549,43132,18335,normal_no_edit,normal_no_edit,,normal_no_edit,
sympy__sympy-18212,sympy/sympy,sympy__sympy-18199,sympy__sympy-18212,ba80d1e493f21431b4bf729b3e0452cd47eb9566,True,0,0,0,0,unresolved,unresolved,unresolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,576,622,1509,640,5,6,15,6,0,0,0,0,1,1,2,1,0,0,0,0,success,success,success,success,32,17,16,0,33,17,16,24,807922,484541,651068,887450,7990,5481,7054,8559,815912,490022,658122,896009,37770,36385,49635,50447,375.797,218.521,272.849,337.002,1577,37162,44754,19957,0,35549,43132,18335,,,,,
sympy__sympy-18715,sympy/sympy,sympy__sympy-23117,sympy__sympy-18715,c5cef2499d6eed024b0db5c792d6ec7c53baa470,True,0,0,0,0,unresolved,unresolved,unresolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1254,1128,660,1044,2,4,2,5,0,0,0,0,2,1,1,1,0,0,0,0,success,success,success,success,47,23,16,24,49,22,16,24,1459562,704789,428823,619130,10052,6396,4649,6417,1469614,711185,433472,625547,47262,43386,35019,38680,877.856,268.663,195.002,262.291,1788,18539,23050,14479,0,16715,21217,12646,,,,,
sympy__sympy-19006,sympy/sympy,sympy__sympy-18057,sympy__sympy-19006,0389684f2e8aac00a8353f49c41bb8b1912f0951,True,0,0,0,0,patch_failed,unresolved,verifier_setup_failed,unresolved,Patch failed,,Verifier setup failed: collected 0 tests after patch for sympy__sympy-19006; expected 52 requested tests,,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2606,1118,1062,2739,36,11,9,42,1,0,0,0,2,1,1,2,0,0,0,0,success,success,success,success,52,0,0,48,54,65,11,51,1639872,2450238,408250,2004212,73300,18976,5888,11621,1713172,2469214,414138,2015833,98304,56082,44440,57676,2213.206,988.217,482.197,878.945,2891,30425,37404,24421,0,27498,34468,21485,,,,,
sympy__sympy-19235,sympy/sympy,sympy__sympy-14774,sympy__sympy-19235,226b942f0748819d5d2d723b91591fed4975961c,True,1,0,1,0,resolved,patch_failed,resolved,unresolved,,Patch failed,,,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,689,4036,671,2695,2,28,2,31,1,14,1,1,1,2,1,2,0,0,0,0,success,success,success,success,26,30,17,10,27,30,18,10,349056,669697,451876,451468,3855,8139,43732,4604,352911,677836,495608,456072,19250,32989,65538,26727,182.627,323.518,1468.132,197.969,2523,12225,15675,10781,0,9666,13107,8213,,,,,
sympy__sympy-19484,sympy/sympy,sympy__sympy-19487,sympy__sympy-19484,4fa55af041c632f522e622de4b175f03927a7f95,True,0,0,1,0,no_patch,unresolved,resolved,unresolved,No patch,,,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2963,2374,3047,0,33,38,41,0,0,0,0,0,2,2,2,0,0,0,0,success_empty_patch,success,success,success,33,52,54,68,33,57,55,71,989740,2205752,2475556,2576063,11505,155862,84996,22713,1001245,2361614,2560552,2598776,41340,98305,98304,54229,418.98,4826.717,2462.207,1138.442,1546,29724,36117,15474,0,28142,34526,13883,normal_no_edit,,,,
sympy__sympy-19558,sympy/sympy,sympy__sympy-19487,sympy__sympy-19558,25fbcce5b1a4c7e3956e6062930f4a44ce95a632,True,0,0,0,0,no_patch,no_patch,no_patch,no_patch,No patch,No patch,No patch,No patch,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,success_empty_patch,success_empty_patch,success_empty_patch,success_empty_patch,52,47,56,22,55,51,48,23,1245900,1471259,1783219,406447,46934,42791,68653,4494,1292834,1514050,1851872,410941,65538,59297,98304,24448,1388.662,1260.072,2128.701,192.12,1498,29676,36069,15426,0,28142,34526,13883,normal_no_edit,normal_no_edit,normal_no_edit,normal_no_edit,
sympy__sympy-21203,sympy/sympy,sympy__sympy-21055,sympy__sympy-21203,7ba571cd2151d4975036f61d7745a260933fbbe3,True,0,0,0,0,no_patch,unresolved,no_patch,no_patch,No patch,,No patch,No patch,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,2435,0,0,0,17,0,0,0,5,0,0,0,3,0,0,0,0,0,0,success_empty_patch,success,success_empty_patch,success_empty_patch,19,49,30,40,18,51,31,40,396549,1776555,1237387,1464849,1908,8837,3378,3798,398457,1785392,1240765,1468647,28251,54303,51035,57323,278.174,701.096,404.537,407.192,2853,22502,27336,15942,0,19613,24438,13044,normal_no_edit,,normal_no_edit,normal_no_edit,
sympy__sympy-21309,sympy/sympy,sympy__sympy-21055,sympy__sympy-21309,70cd4ffd093ac224fc0226c1be58f9163e2c800a,True,0,0,0,0,no_patch,unresolved,unresolved,unresolved,No patch,,,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4894,3213,4307,0,64,27,53,0,10,10,10,0,2,1,2,0,0,0,0,success_empty_patch,success,success,success,21,28,26,25,25,30,27,23,568530,979917,884558,799248,2425,8650,6989,7358,570955,988567,891547,806606,33778,46810,47583,48697,170.911,367.842,307.66,325.907,2785,22434,27268,15874,0,19613,24438,13044,normal_no_edit,,,,
sympy__sympy-23852,sympy/sympy,sympy__sympy-23117,sympy__sympy-23852,c5cef2499d6eed024b0db5c792d6ec7c53baa470,True,0,0,0,0,unresolved,no_patch,unresolved,unresolved,,No patch,,,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,682,0,1707,682,4,0,21,4,1,0,1,1,1,0,2,1,0,0,0,0,success,success_empty_patch,success,success,14,9,14,12,15,9,14,13,349445,188543,439080,299055,2774,1704,3731,3623,352219,190247,442811,302678,32818,27043,43256,30176,144.889,447.456,182.396,156.122,2800,19551,24062,15491,0,16715,21217,12646,,normal_no_edit,,,
sympy__sympy-26642,sympy/sympy,sympy__sympy-24102,sympy__sympy-26642,58598660a3f6ab3d918781c4988c2e4b2bdd9297,True,0,0,0,0,no_patch,unresolved,unresolved,unresolved,No patch,,,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,447,447,1809,0,1,1,24,0,1,1,1,0,1,1,2,0,0,0,0,success_empty_patch,success,success,success,4,0,0,0,4,32,37,24,199677,1203625,1711684,772145,3292,7345,17326,4975,202969,1210970,1729010,777120,30190,52415,60417,44424,373.295,359.44,624.744,251.021,2335,21921,27785,19456,0,19550,25405,17076,normal_no_edit,,,,
sympy__sympy-27868,sympy/sympy,sympy__sympy-24102,sympy__sympy-27868,22fc107a94eaabc4f6eb31470b39db65abb7a394,True,0,0,0,0,no_patch,unresolved,unresolved,unresolved,No patch,,,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,935,934,935,0,2,2,2,0,2,2,2,0,1,1,1,0,0,0,0,success_empty_patch,success,success,success,15,5,0,4,16,5,25,6,440709,1118474,988995,1824199,49374,7319,68472,139285,490083,1125793,1057467,1963484,65538,48928,98305,98304,1515.043,491.103,1940.203,3849.14,4758,24344,30208,21879,0,19550,25405,17076,normal_no_edit,,,,
sympy__sympy-8772,sympy/sympy,sympy__sympy-13437,sympy__sympy-8772,674afc619d7f5c519b6a5393a8b0532a131e57e0,True,0,0,0,0,unresolved,unresolved,unresolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,547,1126,1126,547,3,7,7,3,0,0,0,0,1,2,2,1,0,0,0,0,success,success,success,success,18,14,24,10,17,12,22,11,313702,276614,640862,201346,2558,2366,3618,1784,316260,278980,644480,203130,22865,26796,34145,22147,136.903,115.063,387.847,93.345,1444,32923,39316,19001,0,31443,37827,17512,,,,,
sympy__sympy-9123,sympy/sympy,sympy__sympy-12236,sympy__sympy-9123,d60497958f6dea7f5e25bc41e9107a6a63694d01,True,0,0,0,0,unresolved,unresolved,unresolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1249,528,1324,481,14,5,16,4,0,0,0,0,2,1,2,1,0,0,0,0,success,success,success,success,42,21,22,25,45,22,23,26,1298895,652297,804307,747684,58900,86629,33886,49546,1357795,738926,838193,797230,65543,65538,43338,65538,1859.417,2202.537,913.469,1305.278,1554,23525,29286,16284,0,21935,27687,14685,,,,,
sympy__sympy-9384,sympy/sympy,sympy__sympy-21055,sympy__sympy-9384,70cd4ffd093ac224fc0226c1be58f9163e2c800a,True,0,0,0,0,no_patch,unresolved,unresolved,no_patch,No patch,,,No patch,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,3946,4040,0,0,106,88,0,0,1,1,0,0,1,1,0,0,0,0,0,success_empty_patch,success,success,success_empty_patch,19,55,38,24,18,55,36,25,430953,2174847,3436338,749588,4498,23369,99458,67879,435451,2198216,3535796,817467,33237,58204,98304,98304,734.437,912.15,2983.312,2095.297,1626,21275,26109,14715,0,19613,24438,13044,normal_no_edit,,,normal_no_edit,
